Employee ID,Gender,Age,ServiceYear,Education,MarrigeStatus,Nationality,Department,EmploymentStatus
10481216,M,23.82,0.04,Bachelor,Unmarried,Malaysia,20069371,0
00335545,F,28.43,5.05,Bachelor,Unmarried,China,20069371,1
00306419,F,30.43,6.05,Bachelor,Married,China,20069371,1
00383688,F,29.33,3.76,Bachelor,Married,China,20069371,1
00261127,M,32.66,7.90,Bachelor,Married,China,20069371,1
10425809,F,26.01,0.32,Bachelor,Married,China,20069371,0
10424275,F,28.65,1.32,College,Unmarried,China,20069371,1
10427499,F,31.02,1.21,Bachelor,Married,China,20069371,0
10454880,F,37.80,0.98,Bachelor,Unmarried,Malaysia,20069371,0
00077297,F,37.49,13.46,Bachelor,Married,China,20069371,1
10466507,F,40.49,0.49,Bachelor,Unmarried,China,20069371,1
10481209,F,34.75,0.01,Bachelor,Unmarried,Malaysia,20069371,0
10482232,F,25.90,0.01,Bachelor,Married,Malaysia,20069371,0
10480873,M,40.38,0.05,Bachelor,Married,Malaysia,20069371,0
10455805,M,27.72,0.98,Bachelor,Unmarried,China,20069371,1
00394824,F,27.66,2.08,Bachelor,Married,China,20069371,0
00034664,F,40.83,13.33,Bachelor,Married,Japan,20069371,0
10450778,F,28.00,0.16,Bachelor,Married,China,20069371,0
10440589,F,35.21,0.16,Bachelor,Married,China,20069371,0
10428362,F,28.52,1.41,Bachelor,Married,China,20069371,0
10407591,F,31.17,0.66,Bachelor,Unmarried,China,20069371,0
10435910,F,36.03,0.66,Bachelor,Married,China,20069371,0
10430800,F,31.11,1.76,Bachelor,Unmarried,China,20069371,0
10414946,M,31.20,0.66,Bachelor,Married,China,20069371,0
10436365,F,28.69,0.16,Master,Married,China,20069371,0
10434740,F,26.39,1.28,Master,Married,China,20069371,0
10414331,F,28.56,1.87,Master,Unmarried,China,20069371,0
10434741,M,23.86,1.28,Master,Unmarried,China,20069371,0
10426422,F,24.81,1.05,Master,Married,China,20069371,0
00387205,F,34.59,1.58,College,Married,China,20069371,0
10446306,F,38.55,1.26,College,Married,China,20069371,0
00389561,F,54.97,3.66,Master,Unmarried,Malaysia,20069371,0
10451025,F,32.88,1.07,College,Married,Australia,20069371,0
10436681,F,25.31,1.64,Bachelor,Married,Japan,20069371,0
10456802,F,26.42,0.67,Bachelor,Married,China,20069371,0
10450511,F,27.00,0.49,Bachelor,Married,China,20069371,0
10430581,F,24.85,1.91,Master,Unmarried,China,20069371,0
10430585,F,31.72,1.91,Bachelor,Married,China,20069371,0
10442047,F,35.95,0.32,Bachelor,Married,China,20069371,0
10437106,F,30.10,0.32,Master,Unmarried,China,20069371,0
00391596,F,32.20,1.91,Bachelor,Unmarried,China,20069371,0
10428723,F,24.83,0.49,Bachelor,Married,China,20069371,0
10438900,F,29.77,0.33,Bachelor,Unmarried,China,20069371,0
00285116,F,29.96,6.99,Bachelor,Married,China,20069371,0
00285367,F,33.50,7.04,Bachelor,Unmarried,China,20069371,0
00298333,F,29.93,6.52,College,Married,China,20069371,0
00347741,F,31.36,4.81,Master,Unmarried,China,20069371,0
10472229,M,23.02,0.32,Master,Married,Malaysia,20069371,0
10473912,F,35.45,0.28,Bachelor,Married,China,20069371,0
00379099,F,64.16,3.99,Bachelor,Married,Australia,20069371,0
10401186,F,25.38,3.32,Bachelor,Unmarried,Australia,20069371,0
00394837,F,24.98,1.41,Bachelor,Married,China,20069371,0
10448604,F,49.16,1.21,Bachelor,Unmarried,Australia,20069371,0
10425273,F,35.63,1.08,Bachelor,Unmarried,China,20069371,0
00388389,F,47.32,3.68,Master,Unmarried,Australia,20069371,0
10429791,F,35.38,1.41,Master,Unmarried,China,20069371,0
10428807,F,30.87,1.41,Bachelor,Unmarried,China,20069371,0
10483597,F,26.58,0.01,Master,Married,China,20069371,0
10454168,F,31.02,1.03,Bachelor,Unmarried,China,20069371,0
10429039,F,29.66,1.58,Bachelor,Unmarried,China,20069371,0
10407371,F,26.68,1.58,Bachelor,Married,China,20069371,0
10410920,F,29.88,1.58,Bachelor,Married,China,20069371,0
10443399,F,27.60,1.30,Bachelor,Married,China,20069371,0
00373298,F,26.78,1.05,Bachelor,Married,China,20069371,0
10471275,M,31.02,0.44,Bachelor,Married,Australia,20069371,0
00388020,F,29.17,2.24,Bachelor,Married,China,20069371,0
10424269,F,36.50,2.13,Bachelor,Married,China,20069371,0
10418412,F,29.78,2.55,Master,Unmarried,China,20069371,0
00078673,F,40.04,10.85,Master,Married,China,20069371,0
10435829,F,37.32,1.66,Bachelor,Married,China,20069371,0
10438101,F,43.59,0.75,College,Married,Australia,20069371,0
00054706,M,55.91,22.51,Bachelor,Married,Malaysia,20069371,0
00277071,F,33.16,7.74,Bachelor,Married,Japan,20069371,0
00277094,F,57.86,8.01,Bachelor,Unmarried,Japan,20069371,0
10430533,F,26.72,1.58,Bachelor,Unmarried,China,20069371,1
00053766,F,46.28,11.08,Bachelor,Married,Japan,20069371,0
00307725,F,44.90,6.13,Bachelor,Unmarried,Japan,20069371,0
10404609,F,36.40,3.16,Master,Unmarried,Japan,20069371,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
